BldgType,CentralAir,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,EnclosedPorch,Fireplaces,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LotFrontage,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PoolArea,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
Duplex,Y,1056,0,0,0,1056,0,2,0,0,0,0,0,576,2,1980,1056,0,2,6979,64,0,90,0,600,6,56,5,6,0,0,4,1056,264,1980,1980,2010,144000
2fmCon,Y,811,576,0,3,0,0,0,0,811,0,0,2,256,1,1954,1387,0,2,6000,50,0,190,0,0,11,0,4,5,0,0,7,811,0,1954,1954,2009,93000
TwnhsE,Y,1567,0,0,1,1154,0,1,0,366,0,1,2,648,3,2006,1567,0,1,3982,53,0,120,0,0,10,0,5,8,0,0,7,1520,312,2006,2006,2006,264561
TwnhsE,Y,1518,0,0,1,1218,0,0,0,300,0,1,1,588,2,2003,1518,1,1,12677,62,0,120,472,0,4,140,5,8,0,0,6,1518,185,2003,2004,2008,274000
1Fam,Y,1057,872,0,3,738,0,1,0,319,0,1,2,650,2,2001,1929,1,1,7050,83.96427812,0,60,0,0,5,235,5,7,0,0,7,1057,0,2001,2001,2007,226000
1Fam,Y,2000,704,0,4,1410,0,1,0,542,0,3,2,538,2,1972,2704,1,1,13860,75,0,80,0,0,7,111,7,8,0,0,9,1952,269,1972,1995,2009,345000
1Fam,Y,780,840,0,4,493,287,0,0,0,0,0,2,462,2,1969,1620,1,1,10793,80,0,60,263,0,4,0,5,5,0,0,7,780,208,1969,1969,2007,152000
1Fam,Y,1766,0,0,2,1121,0,1,0,645,0,1,2,478,3,2009,1766,1,1,9187,85,0,20,162,0,10,130,5,9,0,0,7,1766,195,2009,2009,2009,370878
1Fam,Y,981,0,0,3,282,35,1,0,664,40,0,1,576,2,1979,981,1,1,10530,102.6157883,0,20,0,0,3,312,5,6,0,0,5,981,0,1971,1971,2007,143250
1Fam,Y,1048,0,0,3,0,0,0,0,0,0,0,1,420,2,1950,1048,0,1,7200,60,0,20,0,0,7,27,5,5,0,0,7,0,0,1950,1950,2008,98300
1Fam,Y,1094,0,0,3,500,0,0,0,594,0,2,1,495,2,1953,1094,0,1,10452,85,0,20,216,0,6,0,5,6,0,287,5,1094,0,1953,1953,2008,155000
1Fam,Y,1051,788,0,4,0,0,0,0,756,216,1,1,442,2,1966,1839,1,1,7700,70,0,60,351,0,6,124,5,6,0,0,7,756,0,1966,1966,2010,155000
1Fam,Y,822,843,0,3,0,0,0,0,813,0,0,2,562,2,2007,1665,1,1,8125,65,0,60,0,0,5,0,6,7,0,0,7,813,0,2007,2007,2008,205950
1Fam,Y,755,755,0,4,0,0,1,0,755,0,1,1,296,1,1940,1510,0,1,9084,60,0,70,0,0,10,0,5,4,0,0,7,755,120,1940,1950,2009,108000
1Fam,Y,909,807,0,2,0,0,0,0,880,0,1,2,512,2,1996,1716,1,1,8750,70,0,60,0,0,7,120,5,7,0,0,7,880,0,1996,1996,2009,191000
1Fam,Y,756,713,0,3,0,0,0,0,756,239,0,1,216,1,1906,1469,0,1,10320,60,0,50,0,0,6,0,7,6,0,0,7,756,57,1906,1995,2008,135000
1Fam,Y,2113,0,0,2,1696,0,1,0,413,0,1,2,839,3,1995,2113,1,1,10437,91,0,20,660,0,8,46,6,8,0,0,7,2109,236,1995,1995,2008,350000
Twnhs,Y,525,567,0,3,0,0,0,0,525,0,0,1,264,1,1971,1092,1,1,1680,21,0,160,381,0,3,0,5,6,0,0,6,525,0,1971,1971,2010,88000
1Fam,Y,1053,0,0,3,806,0,1,0,247,0,0,1,312,1,1959,1053,1,1,10007,72,0,20,54,0,8,0,7,5,0,0,5,1053,0,1959,2006,2008,145500
1Fam,Y,851,651,0,3,0,0,0,0,776,112,1,1,270,1,1931,1502,1,1,7200,60,0,70,0,0,2,0,6,7,0,0,6,776,0,1931,2000,2008,149000
1Fam,Y,912,546,0,3,0,0,0,1,912,0,1,1,330,1,1948,1458,0,1,17503,78,0,50,0,0,1,0,5,6,0,0,6,912,192,1948,1950,2010,97500
1Fam,Y,1486,0,0,3,637,0,1,0,849,0,0,1,480,2,1968,1486,0,1,9937,75,0,20,0,0,3,0,7,5,0,0,7,1486,0,1964,1999,2009,167000
1Fam,Y,1142,793,0,3,0,0,0,0,793,252,1,2,550,2,1976,1935,1,1,12384,59.91111111,0,60,233,0,11,113,7,7,0,0,7,793,0,1976,1976,2007,197900
1Fam,Y,1686,762,0,4,1361,180,1,0,88,0,1,2,711,3,1994,2448,1,1,46589,52,0,60,528,0,7,76,7,8,0,0,8,1629,517,1994,2005,2009,402000
1Fam,Y,1392,0,0,2,0,0,1,0,1392,240,2,1,576,2,1968,1392,0,1,13560,120,0,20,216,0,7,0,3,6,0,0,5,1392,0,1968,1968,2009,110000
1Fam,Y,1181,0,0,3,920,180,1,0,38,180,0,2,588,2,1974,1181,0,1,10012,90,0,85,0,0,4,0,5,4,0,0,6,1138,0,1972,1972,2008,137500
1Fam,Y,2097,0,0,1,1721,0,1,0,356,0,1,1,1134,3,2005,2097,1,1,20896,49,0,20,0,0,1,267,5,8,0,0,8,2077,192,2005,2006,2006,423000
1Fam,Y,1454,482,0,3,0,0,0,0,1406,0,1,2,504,2,2000,1936,1,1,11194,106,0,60,40,0,11,124,5,8,0,0,7,1406,188,2000,2000,2006,230500
1Fam,Y,1465,915,0,3,187,723,0,0,111,0,1,2,596,2,1965,2380,1,1,18450,135.8307771,0,60,113,0,8,265,5,6,0,0,7,1021,0,1965,1979,2007,129000
1Fam,Y,1679,0,0,3,1138,0,1,0,270,0,1,2,575,2,1994,1679,0,1,8125,65,0,20,258,0,10,42,5,6,0,0,7,1408,224,1994,1998,2008,193500
1Fam,Y,1437,0,0,3,988,0,1,0,200,0,1,1,576,2,1999,1437,1,1,14175,119.058809,0,20,0,0,11,0,6,5,0,0,6,1188,304,1956,1987,2006,168000
1Fam,Y,1180,0,0,2,0,0,0,0,700,67,1,1,252,1,1922,1180,0,1,11600,80,0,30,0,0,7,0,5,4,0,0,5,700,0,1922,1950,2006,137500
1Fam,Y,738,738,0,3,193,0,1,0,545,0,0,2,540,2,2005,1476,1,1,8633,64,0,60,0,0,2,35,5,6,0,0,7,738,100,2005,2005,2009,173500
1Fam,N,697,672,0,3,551,0,1,0,121,0,0,2,300,1,1930,1369,0,1,6629,54,0,70,0,0,7,0,6,6,0,0,6,672,147,1925,1950,2009,103600
1Fam,Y,1208,0,0,3,767,0,1,0,441,0,1,1,546,2,1977,1208,1,1,11250,106.0660172,0,20,0,0,6,42,6,6,0,0,6,1208,198,1977,1977,2006,165000
1Fam,Y,1839,0,0,3,1186,0,1,0,291,0,2,2,416,2,1957,1839,0,1,14442,110,0,20,106,0,6,87,7,6,0,200,7,1477,0,1957,2004,2007,257500
1Fam,Y,1136,0,0,3,892,0,1,0,244,0,1,1,384,1,1965,1136,0,1,9200,80,0,20,0,0,7,0,6,6,0,0,5,1136,426,1965,1965,2008,140000
Twnhs,Y,855,586,0,3,311,0,0,0,544,0,1,2,440,2,1978,1441,1,1,2289,24,0,160,0,0,4,0,6,6,0,0,7,855,28,1978,1978,2009,148500
1Fam,N,1095,679,0,4,0,0,1,0,1095,90,0,2,779,3,1920,1774,0,2,9600,60,0,70,0,0,5,0,2,4,0,0,8,1095,0,1900,1950,2006,87000
1Fam,Y,792,0,0,2,0,0,0,0,768,120,0,1,240,1,1924,792,0,1,9022,52,0,30,0,0,5,0,8,5,0,0,5,768,316,1924,2006,2009,109500
1Fam,Y,2046,0,0,3,0,0,0,0,2046,0,1,2,834,3,2008,2046,1,1,11844,80,0,20,464,0,7,82,5,8,0,0,7,2046,322,2008,2008,2009,372500
1Fam,Y,988,0,0,3,827,0,1,0,161,0,0,1,572,2,1963,988,0,1,9945,99.72462083,0,20,57,0,10,0,5,5,0,0,5,988,0,1961,1961,2007,128500
TwnhsE,Y,923,0,0,2,543,119,0,0,261,0,1,2,264,1,1980,923,0,1,8012,50,0,120,0,0,5,0,5,6,0,0,5,923,80,1980,1980,2010,143000
1Fam,Y,848,672,0,3,182,0,0,0,611,56,0,1,281,1,1968,1520,0,1,4500,55,0,50,0,0,7,0,5,5,0,0,6,793,0,1932,2000,2009,159434
1Fam,Y,1291,0,0,2,1003,0,1,0,288,0,1,1,431,2,1996,1291,0,1,2887,53.73081053,0,120,0,0,11,0,5,6,0,0,6,1291,307,1996,1997,2008,173000
1Fam,Y,1668,0,0,3,1059,0,1,0,567,0,1,2,702,3,2002,1668,0,1,11248,90,0,20,215,0,7,45,5,9,0,0,7,1626,257,2002,2002,2007,285000
1Fam,Y,1195,644,0,4,0,0,0,0,1195,0,0,2,486,2,1998,1839,1,1,16770,58,0,60,30,0,6,81,5,7,0,0,7,1195,0,1998,1998,2010,221000
TwnhsE,Y,1190,900,0,3,828,182,1,0,180,0,1,2,577,2,1984,2090,0,1,5062,59.91111111,0,160,0,0,9,0,5,7,0,0,6,1190,219,1984,1984,2007,207500
1Fam,Y,874,887,0,3,0,0,0,0,874,0,0,3,578,2,2007,1761,0,1,10207,84,0,60,0,0,8,105,6,7,0,0,7,874,144,2007,2007,2007,227875
TwnhsE,Y,551,551,0,2,239,0,0,0,312,0,0,2,480,2,2004,1102,1,1,5105,71.44928271,0,160,0,0,3,60,5,7,0,0,4,551,0,2004,2004,2007,148800
1Fam,Y,1419,0,0,2,945,0,1,0,474,0,1,2,567,2,2007,1419,0,1,8089,60,0,20,0,0,10,0,6,8,0,0,7,1419,140,2007,2007,2007,392000
TwnhsE,Y,1362,0,0,2,20,0,0,0,1342,0,1,2,460,2,2005,1362,0,1,7577,61,0,120,256,0,6,28,5,6,0,0,6,1362,192,2005,2006,2007,194700
TwnhsE,Y,848,0,0,1,697,0,1,0,151,0,1,1,420,2,2004,848,0,1,4426,66.52818951,0,120,147,0,5,0,5,6,0,0,3,848,149,2004,2004,2008,141000
1Fam,Y,2444,1872,0,4,1455,0,0,1,989,0,2,3,832,3,1994,4316,1,1,21535,104,0,60,1170,0,1,50,6,10,0,0,10,2444,382,1994,1995,2007,755000
1Fam,Y,1238,1281,0,4,965,0,1,0,245,0,2,2,628,2,1989,2519,1,1,26178,42,0,60,293,0,4,27,5,7,0,0,9,1210,320,1989,1990,2006,335000
1Fam,Y,1073,0,0,2,0,0,0,0,1073,112,0,1,326,1,1968,1073,0,1,5400,60,0,30,0,0,12,0,6,5,0,0,4,1073,0,1921,1968,2006,108480
1Fam,Y,1067,472,0,3,0,0,0,0,927,0,0,1,576,2,1995,1539,1,1,6120,51,0,50,0,0,4,0,6,5,0,0,5,927,112,1936,1950,2009,141500
1Fam,Y,1137,0,0,2,980,40,1,0,92,0,1,2,551,2,1987,1137,0,1,13811,54,0,20,72,0,7,0,6,6,0,0,5,1112,125,1987,1987,2006,176000
1Fam,Y,616,0,0,2,616,0,0,0,0,129,0,1,205,1,1921,616,0,1,6000,50,0,30,0,0,6,0,7,5,0,0,4,616,0,1921,1950,2006,89000
1Fam,Y,1148,0,0,2,210,551,0,1,219,0,0,1,308,1,1952,1148,0,1,6420,57,0,20,0,0,9,0,7,5,0,0,6,980,0,1952,1952,2006,123500
1Fam,Y,894,0,0,3,553,117,1,0,224,0,1,1,336,1,1973,894,0,1,8450,65,0,20,0,0,4,144,8,5,0,0,5,894,416,1965,2009,2010,138500
TwnhsE,Y,1391,0,0,2,16,0,0,0,1375,0,0,2,530,2,2004,1391,0,1,4282,59,0,120,0,0,7,158,5,7,0,0,5,1391,156,2004,2004,2008,196000
1Fam,Y,1800,0,0,3,1274,0,1,0,526,0,1,2,765,3,2002,1800,0,1,14331,85,0,20,630,0,5,78,5,8,0,0,7,1800,270,2002,2002,2006,312500
1Fam,Y,1164,0,0,3,0,0,0,0,1164,0,0,1,528,2,1969,1164,1,1,9600,80,0,20,168,0,7,0,5,7,0,0,6,1164,0,1969,1969,2006,140000
1Fam,Y,1264,1312,0,4,0,0,0,0,1234,0,1,2,666,3,2006,2576,1,1,12438,82,0,60,466,0,7,100,5,8,0,0,10,1234,324,2006,2006,2006,361919
2fmCon,Y,1032,780,0,4,0,0,0,0,360,40,1,2,672,2,1999,1812,0,2,7630,76,0,190,0,0,5,0,9,5,0,0,8,360,344,1900,1996,2010,140000
1Fam,Y,1484,0,144,3,712,0,1,0,761,0,0,2,606,2,2004,1484,0,1,8400,70,0,20,109,0,5,35,5,7,0,0,7,1473,0,2004,2005,2010,213000
1Fam,Y,1824,0,0,2,1219,0,1,0,424,0,2,2,739,2,1971,1824,0,1,115149,59.91111111,0,20,351,0,6,48,5,7,0,0,5,1643,380,1971,2002,2007,302000
TwnhsE,Y,1324,0,0,2,863,0,1,0,461,0,1,2,550,2,2006,1324,0,1,6240,48,0,120,176,0,12,38,5,8,0,0,6,1324,192,2006,2006,2009,254000
1Fam,Y,728,728,0,3,0,0,0,0,728,0,1,2,400,2,2007,1456,1,1,9018,65,0,60,0,0,7,24,5,7,0,0,8,728,100,2007,2007,2007,179540
1Fam,Y,904,0,0,3,0,0,0,0,876,0,0,1,408,1,1966,904,0,1,7162,84.62860037,0,20,41,0,12,0,7,5,0,0,6,876,0,1966,1966,2008,109900
1Fam,Y,859,319,0,2,0,0,0,0,859,98,0,1,384,1,1964,1178,0,1,8712,66,0,50,0,0,1,0,7,4,0,0,7,859,68,1900,1950,2010,102776
TwnhsE,Y,1228,0,0,2,767,0,1,0,461,0,1,2,472,2,1988,1228,0,1,4671,40,0,120,0,0,10,120,5,8,0,0,5,1228,168,1988,1989,2008,189000
2fmCon,N,960,0,0,3,789,0,1,0,171,0,0,1,576,2,1970,960,0,1,9873,60,0,190,160,0,5,288,5,4,0,0,6,960,0,1970,1970,2006,129000
1Fam,Y,725,754,0,3,533,0,0,0,192,0,0,2,475,2,1976,1479,1,1,13517,59.91111111,0,60,289,0,3,44,8,6,0,0,6,725,0,1976,2005,2010,130500
1Fam,Y,1350,0,0,3,0,0,0,0,1064,0,1,2,478,2,1974,1350,0,1,10140,78,0,20,174,0,8,0,5,6,0,0,7,1064,0,1974,1974,2009,165000
1Fam,Y,1576,978,0,3,0,0,0,0,718,143,0,1,704,2,1996,2554,1,1,10800,60,0,70,0,0,7,48,8,7,0,0,8,718,0,1890,1998,2007,159500
1Fam,Y,1178,0,0,3,1084,0,0,1,92,0,1,1,439,2,1973,1178,1,1,10000,80,0,20,0,0,11,0,6,5,0,0,5,1176,224,1973,2000,2008,157000
1Fam,Y,1325,1093,0,3,1173,0,1,0,138,216,1,2,983,3,1993,2418,1,1,10542,96,0,60,651,0,8,154,5,7,0,0,9,1311,250,1993,1994,2008,341000
1Fam,Y,971,0,0,3,523,0,0,0,448,0,1,1,300,1,1969,971,1,1,9920,69,0,20,0,0,5,0,6,5,0,0,5,971,0,1969,1969,2006,128500
1Fam,Y,1742,0,0,2,1148,0,1,0,594,234,1,2,564,2,1985,1742,0,1,6563,59.91111111,0,120,0,0,12,28,5,8,0,0,5,1742,114,1985,1985,2006,275000
TwnhsE,Y,848,0,0,1,662,0,1,0,186,0,0,1,420,2,2004,848,0,1,4426,66.52818951,0,120,169,0,5,0,5,6,0,0,3,848,160,2004,2004,2010,143000
1Fam,Y,864,0,0,3,191,0,0,0,673,0,0,1,463,2,1994,864,0,1,8120,70,0,20,0,0,7,0,7,4,0,0,5,864,0,1970,1970,2009,124500
1Fam,Y,997,473,0,4,0,0,0,0,941,0,0,2,548,1,1958,1470,0,1,8172,60,0,50,0,0,5,0,6,4,0,156,7,941,0,1954,1972,2008,135000
1Fam,Y,1698,0,0,3,1234,0,1,0,464,0,1,2,768,3,2007,1698,0,1,13286,86,0,20,340,0,2,64,5,9,0,0,8,1698,327,2007,2008,2009,320000
1Fam,Y,864,0,0,3,375,239,0,0,250,0,0,1,660,2,1989,864,0,1,6960,60,0,20,0,500,11,0,6,4,0,0,5,864,96,1970,1970,2009,120500
1Fam,Y,1680,0,182,3,808,0,1,0,72,0,1,2,540,2,1988,1680,0,1,21695,147.2922265,0,20,260,0,12,44,9,6,0,0,5,880,292,1988,2007,2009,222000
1Fam,Y,1232,0,0,2,724,0,1,0,508,0,0,2,632,2,2007,1232,0,1,7314,64,0,20,82,0,2,0,5,7,0,0,6,1232,132,2007,2007,2009,194500
Duplex,Y,1776,0,0,4,0,0,1,0,1584,0,0,2,888,3,1968,1776,0,2,11475,85,0,90,95,0,7,25,5,5,0,0,9,1584,0,1958,1958,2009,110000
1Fam,Y,848,0,0,2,152,0,0,0,628,112,0,1,539,2,1962,1208,0,1,6240,52,360,30,0,0,1,23,5,4,0,0,5,780,0,1925,1950,2009,103000
TwnhsE,Y,1616,0,0,2,1180,0,1,0,415,0,1,2,608,2,1995,1616,0,1,5389,39,0,120,0,0,3,152,5,8,0,0,5,1595,237,1995,1996,2010,236500
1Fam,Y,1146,0,0,3,786,0,1,0,82,0,1,2,438,2,2003,1146,0,1,9590,73,0,80,442,0,5,22,5,7,0,0,6,868,160,2003,2003,2007,187500
1Fam,Y,1153,878,0,3,252,0,0,0,901,0,1,2,541,2,1998,2031,1,1,11404,75,0,60,202,0,7,84,5,7,0,0,8,1153,192,1998,1999,2008,222500
1Fam,Y,1144,0,0,3,594,0,1,0,270,0,1,1,264,1,1961,1144,0,1,10000,80,0,20,0,400,3,0,6,5,0,0,6,864,165,1961,1983,2009,131400
1Fam,Y,948,0,0,3,0,0,0,0,948,0,0,1,300,1,1968,948,0,1,8978,94.75230868,0,20,0,0,5,0,5,5,0,0,6,948,147,1968,1968,2007,108000
1Fam,N,880,888,0,2,390,0,0,0,490,0,2,1,320,2,1914,1768,1,1,10800,60,0,75,0,0,10,341,7,7,0,0,6,880,0,1914,1970,2006,163000
Duplex,N,1040,0,0,2,0,0,0,0,0,0,0,2,400,2,1949,1040,0,2,8544,60,0,90,0,0,7,0,4,3,0,0,6,0,0,1950,1950,2006,93500
1Fam,Y,901,900,0,3,0,0,0,0,893,0,1,2,800,3,2005,1801,1,1,10463,72,0,60,0,0,6,116,5,8,0,0,8,893,0,2005,2005,2006,239900
1Fam,Y,864,864,0,3,0,0,0,0,864,0,0,2,572,2,2004,1728,1,1,9313,65,0,60,0,0,4,56,5,7,0,0,7,864,187,2004,2004,2009,190000
1Fam,Y,768,664,0,2,0,0,0,0,264,112,0,2,360,2,1910,1432,0,1,9600,60,0,70,0,0,5,0,7,5,0,0,7,264,270,1910,2002,2007,132000
1Fam,Y,912,0,0,3,832,0,1,1,80,0,0,1,288,1,1962,912,0,1,6768,65,0,20,0,0,5,0,8,6,0,0,5,912,168,1961,1996,2008,142000
1Fam,Y,1349,0,0,3,0,0,0,0,1349,0,0,2,539,2,2000,1349,0,1,8450,65,0,20,108,0,12,55,5,7,0,0,6,1349,120,2000,2001,2007,179000
1Fam,Y,1464,0,0,3,444,0,0,1,76,0,1,2,480,2,1997,1464,0,1,12886,70,0,80,0,0,10,0,6,5,0,100,6,520,302,1963,1999,2009,175000
TwnhsE,Y,1337,0,168,2,733,0,1,0,604,70,1,2,462,2,1993,1337,0,1,5395,41,0,120,0,0,10,0,5,8,0,0,5,1337,96,1993,1993,2008,180000
1Fam,Y,1175,1540,0,4,575,80,0,1,487,0,2,3,831,2,1994,2715,1,1,8963,94.67312185,0,60,289,0,7,204,9,8,0,0,11,1142,0,1976,1996,2008,299800
1Fam,Y,980,1276,0,4,300,0,0,0,652,0,1,2,554,2,2000,2256,1,1,8795,93.78166132,0,60,0,0,4,54,5,7,0,0,8,952,224,2000,2000,2009,236000
1Fam,N,1320,1320,0,4,0,0,0,0,1240,386,1,1,864,4,1950,2640,1,1,11700,65,0,70,0,0,5,0,7,7,0,0,8,1240,181,1880,2003,2009,265979
1Fam,Y,1720,0,0,3,919,0,1,0,801,154,1,2,527,2,1996,1720,0,1,10593,59,0,20,338,0,3,56,5,7,0,0,7,1720,240,1996,1996,2010,260400
1Fam,N,1088,441,0,4,0,0,0,0,0,185,0,2,240,1,1945,1529,0,1,8405,50,0,50,0,0,4,0,3,4,0,0,9,0,92,1945,1950,2009,98000
1Fam,Y,660,660,0,3,0,0,0,0,660,0,0,2,400,2,2003,1320,1,1,7750,88.03408431,0,60,0,0,8,48,5,7,0,0,6,660,0,2003,2003,2007,162000
1Fam,Y,1494,0,0,3,1200,0,1,0,279,0,0,2,576,2,1997,1494,0,1,9236,79,0,20,0,0,7,27,5,6,0,0,6,1479,168,1997,1997,2006,217000
1Fam,Y,1038,1060,0,3,0,0,0,0,1030,0,1,2,878,3,2005,2098,1,1,10240,80,0,60,178,0,3,52,5,8,0,0,8,1030,192,2005,2005,2006,275500
1Fam,Y,1026,0,0,3,439,472,1,0,115,0,0,1,440,2,1969,1026,0,1,7930,61,0,20,0,0,7,48,8,6,0,0,5,1026,171,1969,2005,2009,156000
TwnhsE,Y,742,729,0,3,381,0,0,0,348,0,0,2,440,2,1999,1471,1,1,3230,34,0,160,894,0,3,24,5,6,0,0,6,729,0,1999,1999,2009,172500
1Fam,Y,866,902,0,3,20,0,0,0,846,0,0,2,578,2,2007,1768,1,1,10769,68,0,60,0,0,4,105,5,8,0,0,7,866,144,2007,2007,2009,212000
1Fam,Y,672,714,0,3,438,0,0,0,234,0,1,2,440,2,1978,1386,1,1,11616,59.91111111,0,60,328,0,4,0,5,6,0,0,6,672,335,1978,1978,2010,158900
Twnhs,Y,757,744,0,3,549,0,0,0,195,0,0,2,440,2,1999,1501,1,1,2280,24,0,160,360,0,8,0,5,7,0,0,6,744,0,1999,1999,2008,179400
1Fam,Y,1328,1203,0,4,56,64,0,0,1198,0,1,2,752,3,1995,2531,1,1,12257,65,0,60,513,0,11,98,5,8,0,0,9,1318,222,1995,1995,2007,290000
1Fam,Y,864,0,0,2,612,0,0,0,252,0,0,1,300,1,2008,864,0,1,9100,70,0,20,0,450,10,0,6,6,0,0,5,864,0,1959,1959,2009,127500
1Fam,Y,1301,0,0,2,405,0,0,0,740,0,0,1,440,2,1965,1301,0,1,6911,60,0,30,0,0,10,0,5,5,0,0,5,1145,0,1924,1950,2009,100000
1Fam,Y,764,783,0,3,24,0,0,0,732,0,0,2,614,2,2009,1547,1,1,8640,72,0,60,0,0,6,45,5,7,0,0,7,756,169,2009,2009,2010,215200
1Fam,Y,1268,1097,0,3,1163,0,1,0,89,0,1,2,856,3,1999,2365,1,1,9430,82,0,60,673,0,7,128,5,8,0,180,8,1252,0,1999,1999,2009,337000
TwnhsE,Y,1494,0,0,2,437,1057,1,0,0,0,1,1,481,2,1995,1494,1,1,9549,30,0,120,0,0,4,30,5,8,0,216,6,1494,0,1995,1996,2006,270000
1Fam,Y,1506,0,0,2,0,0,0,0,1498,0,1,2,592,2,2008,1506,0,1,14587,75,0,20,284,0,8,174,5,9,0,0,6,1498,0,2008,2008,2008,264132
1Fam,Y,980,734,0,3,394,0,0,0,586,156,1,2,496,2,1988,1714,1,1,10421,80,0,60,42,500,3,66,5,7,0,0,7,980,228,1988,1988,2010,196500
1Fam,Y,983,767,0,4,660,0,1,0,323,156,0,2,423,1,1989,1750,0,1,12508,75,0,50,0,1300,7,0,7,6,0,0,7,983,245,1940,1985,2008,160000
1Fam,Y,1836,0,0,3,24,0,0,0,1836,0,1,2,484,2,2004,1836,0,1,9100,70,0,20,0,0,10,33,5,7,0,0,8,1860,120,2004,2005,2006,216837
1Fam,Y,1690,1589,0,4,1416,0,1,0,234,0,1,3,841,3,2003,3279,1,1,53504,47,0,60,603,0,6,36,5,8,0,210,12,1650,503,2003,2003,2010,538000
1Fam,Y,858,0,0,2,685,0,1,0,173,0,0,1,576,2,1983,858,0,1,7252,59.91111111,0,85,0,0,4,0,5,5,0,0,5,858,120,1982,1982,2009,134900
1Fam,Y,1220,0,0,2,836,0,0,0,0,0,0,1,396,2,1951,1220,0,1,8877,67,0,20,0,0,4,0,5,4,0,0,6,836,0,1951,1951,2006,102000
1Fam,Y,1117,0,0,3,422,127,1,0,480,0,1,1,672,2,1976,1117,0,1,7819,94,0,80,0,0,3,0,5,6,0,0,6,1029,144,1976,1976,2010,107000
1Fam,Y,912,0,0,2,456,0,0,0,456,0,0,1,275,1,1958,912,0,1,10150,70,0,20,1,0,7,0,5,5,0,0,5,912,0,1958,1958,2007,114500
1Fam,Y,1973,0,0,3,0,0,0,0,1935,0,1,2,895,3,2006,1973,0,1,14226,110,0,20,375,0,7,45,5,8,0,0,9,1935,315,2006,2006,2007,395000
TwnhsE,Y,1204,0,0,2,866,0,1,0,338,0,0,2,412,2,1998,1204,0,1,4500,32,0,120,320,0,6,247,5,6,0,0,5,1204,0,1998,1998,2009,162000
1Fam,Y,1614,0,0,3,20,0,0,0,1594,0,0,2,865,3,2005,1614,0,1,11210,86,0,20,240,0,7,59,5,7,0,0,7,1614,144,2005,2006,2006,221500
1Fam,Y,894,0,0,3,762,0,1,0,102,0,1,1,440,2,1974,894,0,1,13350,100,0,20,0,0,6,0,5,5,0,0,5,864,241,1974,1974,2006,142500
Duplex,Y,2020,0,0,4,0,0,0,0,0,0,2,2,630,2,1977,2020,0,2,8400,60,0,90,320,0,10,0,5,5,0,0,10,0,0,1977,1977,2007,144000
Duplex,Y,1004,0,0,2,975,0,1,0,0,0,0,1,504,2,1977,1004,0,1,10530,78,0,90,90,0,5,0,5,6,0,0,4,975,0,1977,1977,2006,135000
1Fam,Y,1253,0,0,3,0,0,0,0,1237,0,1,2,402,2,1995,1253,0,1,7875,63,0,20,38,0,6,21,5,7,0,0,6,1237,220,1995,1996,2007,176000
1Fam,Y,810,793,0,3,387,0,0,0,374,0,0,2,484,2,1992,1603,1,1,7153,65,0,60,0,0,7,124,5,6,0,0,7,761,0,1992,1992,2006,175900
1Fam,Y,1430,0,0,3,0,0,0,0,1413,0,0,2,605,2,2001,1430,0,1,16285,67,0,20,0,0,6,33,5,7,0,0,6,1413,0,2001,2002,2009,187100
1Fam,Y,1110,0,0,1,1097,0,1,0,0,0,1,1,602,2,1978,1110,0,1,9101,95.39916142,0,85,104,0,7,30,6,5,0,0,4,1097,303,1978,1978,2009,165500
1Fam,Y,1342,0,0,3,251,630,0,0,491,0,1,2,457,2,1967,1342,0,1,9790,98.94442885,0,20,0,0,9,0,5,6,0,197,7,1372,0,1967,1967,2009,161500
1Fam,Y,966,686,0,4,686,0,1,0,0,196,0,2,416,1,1961,1652,0,1,10800,60,0,50,0,1200,6,0,6,5,0,0,7,686,0,1915,1950,2010,139000
1Fam,Y,956,1128,0,4,656,0,1,0,300,0,0,2,618,2,2004,2084,1,1,10142,76,0,60,0,0,1,45,5,7,0,0,8,956,0,2004,2004,2010,233000
1Fam,Y,901,0,0,2,0,0,0,0,901,0,0,1,281,1,1954,901,0,1,6000,50,0,20,0,0,8,0,7,4,0,0,4,901,0,1954,2000,2008,107900
1Fam,Y,976,1111,0,5,568,0,0,0,264,0,0,2,444,2,1966,2087,1,1,12205,110.4762418,0,60,157,0,7,168,8,6,0,0,9,832,133,1966,2007,2007,187500
TwnhsE,Y,1145,0,0,2,16,0,0,0,1129,0,1,2,397,2,2005,1145,0,1,3182,43,0,120,11,0,9,16,5,7,0,0,5,1145,100,2005,2006,2009,160200
1Fam,Y,1062,0,0,3,539,0,1,0,490,0,2,1,539,2,1976,1062,0,1,11333,106.4565639,0,80,0,0,5,0,5,6,0,0,5,1029,120,1976,1976,2007,146800
